Symbol|Security Name|Market Category|Financial Status|Round Lot Size|ETF
JFIN|Jiayin Group Inc. - American Depositary Shares|G|N|100|N
JFU|9F Inc. - American Depositary Shares|G|E|100|N
JG|Aurora Mobile Limited - American Depositary Shares|S|N|100|N
JGLO|JPMorgan Global Select Equity ETF|G|N|100|Y
JIVE|JPMorgan International Value ETF|G|N|100|Y
JJSF|J & J Snack Foods Corp. - Common Stock|Q|N|100|N
JKHY|Jack Henry & Associates, Inc. - Common Stock|Q|N|100|N
JL|J-Long Group Limited - Ordinary Shares|S|N|100|N
JMID|Janus Henderson Mid Cap Growth Alpha ETF|G|N|100|Y
JMSB|John Marshall Bancorp, Inc. - Common Stock|S|N|100|N
JOUT|Johnson Outdoors Inc. - Class A Common Stock|Q|N|100|N
JOYY|JOYY Inc. - American Depositary Shares|Q|N|100|N
JPEF|JPMorgan Equity Focus ETF|G|N|100|Y
JPY|Lazard Japanese Equity ETF|G|N|100|Y
JRSH|Jerash Holdings (US), Inc. - Common Stock|S|N|100|N
JRVR|James River Group Holdings, Ltd. - Common Shares|Q|N|100|N
JSM|Navient Corporation - 6% Senior Notes due December 15, 2043|Q|N|100|N
JSMD|Janus Henderson Small/Mid Cap Growth Alpha ETF|G|N|100|Y
JSML|Janus Henderson Small Cap Growth Alpha ETF|G|N|100|Y
JSPR|Jasper Therapeutics, Inc. - Class A Common Stock|S|N|100|N
JSPRW|Jasper Therapeutics, Inc. - Warrant|S|N|100|N
JTAI|Jet.AI Inc. - Common Stock|S|N|100|N
JTEK|JPMorgan U.S. Tech Leaders ETF|G|N|100|Y
JUNS|Jupiter Neurosciences, Inc. - Common Stock|S|D|100|N
JVA|Coffee Holding Co., Inc. - Common Stock|S|N|100|N
JVSA|JVSPAC Acquisition Corp. - Class A Ordinary Share|S|N|100|N
JVSAR|JVSPAC Acquisition Corp. - Right|S|N|100|N
JVSAU|JVSPAC Acquisition Corp. - Unit|S|N|100|N
JWEL|Jowell Global Ltd. - Ordinary Shares|S|N|100|N
JXG|JX Luxventure Group Inc. - Common Stock|S|N|100|N
JYD|Jayud Global Logistics Limited - Class A Ordinary Shares|S|D|100|N
JYNT|The Joint Corp. - Common Stock|S|N|100|N
JZ|Jianzhi Education Technology Group Company Limited - American Depositary Shares|S|D|100|N
JZXN|Jiuzi Holdings, Inc. - Ordinary Shares|S|N|100|N
KALA|KALA BIO, Inc. - Common Stock|S|N|100|N
KALU|Kaiser Aluminum Corporation - Common Stock|Q|N|100|N
KALV|KalVista Pharmaceuticals, Inc. - Common Stock|G|N|100|N
KARO|Karooooo Ltd. - Ordinary shares|S|N|100|N
KAVL|Kaival Brands Innovations Group, Inc. - Common Stock|S|D|100|N
KBAB|KraneShares 2x Long BABA Daily ETF|G|N|100|Y
KBSX|FST Corp. - Ordinary Shares|G|N|100|N
KBWB|Invesco KBW Bank ETF|G|N|100|Y
KBWD|Invesco KBW High Dividend Yield Financial ETF|G|N|100|Y
KBWP|Invesco KBW Property & Casualty Insurance ETF|G|N|100|Y
KBWR|Invesco KBW Regional Banking ETF|G|N|100|Y
KBWY|Invesco KBW Premium Yield Equity REIT ETF|G|N|100|Y
KC|Kingsoft Cloud Holdings Limited - American Depositary Shares|Q|N|100|N
KCHVU|Kochav Defense Acquisition Corp. - Units|G|N|100|N
KDP|Keurig Dr Pepper Inc. - Common Stock|Q|N|100|N
KE|Kimball Electronics, Inc. - Common Stock|Q|N|100|N
KEAT|Keating Active ETF|G|N|100|Y
KELYA|Kelly Services, Inc. - Class A Common Stock|Q|N|100|N
KELYB|Kelly Services, Inc. - Class B Common Stock|Q|N|100|N
KEQU|Kewaunee Scientific Corporation - Common Stock|G|N|100|N
KFFB|Kentucky First Federal Bancorp - Common Stock|G|N|100|N
KFII|K&F Growth Acquisition Corp. II - Class A Ordinary shares|G|N|100|N
KFIIR|K&F Growth Acquisition Corp. II - Rights|G|N|100|N
KFIIU|K&F Growth Acquisition Corp. II - Unit|G|N|100|N
KG|Kestrel Group, Ltd. - Common Stock|S|N|100|N
KGEI|Kolibri Global Energy Inc. - Common stock|S|N|100|N
KHC|The Kraft Heinz Company - Common Stock|Q|N|100|N
KIDS|OrthoPediatrics Corp. - Common Stock|G|N|100|N
KIDZ|Classover Holdings, Inc. - Class B Common Stock|S|N|100|N
KIDZW|Classover Holdings, Inc. - Warrants|S|N|100|N
KINS|Kingstone Companies, Inc - Common Stock|S|N|100|N
KIRK|Kirkland's, Inc. - Common Stock|Q|N|100|N
KITT|Nauticus Robotics, Inc. - Common stock|S|N|100|N
KITTW|Nauticus Robotics, Inc. - Warrant|S|N|100|N
KLAC|KLA Corporation  - Common Stock|Q|N|100|N
KLIC|Kulicke and Soffa Industries, Inc. - Common Stock|Q|N|100|N
KLRS|Kalaris Therapeutics, Inc.  - Common Stock|G|N|100|N
KLTO|Klotho Neurosciences, Inc. - Common Stock|G|D|100|N
KLTOW|Klotho Neurosciences, Inc. - Warrants|S|N|100|N
KLTR|Kaltura, Inc. - Common Stock|Q|N|100|N
KLXE|KLX Energy Services Holdings, Inc.  - Common Stock|Q|N|100|N
KMB|Kimberly-Clark Corporation - Common Stock|Q|N|100|N
KMDA|Kamada Ltd. - Ordinary Shares|Q|N|100|N
KMLI|KraneShares 2x Long MELI Daily ETF|G|N|100|Y
KMTS|Kestra Medical Technologies, Ltd. - Common Stock|Q|N|100|N
KNDI|Kandi Technologies Group, Inc. - Ordinary Shares|Q|N|100|N
KNGZ|First Trust S&P 500 Diversified Dividend Aristocrats ETF|G|N|100|Y
KNSA|Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares|Q|N|100|N
KOD|Kodiak Sciences Inc - Common Stock|G|N|100|N
KOID|KraneShares Global Humanoid and Embodied Intelligence Index ETF|G|N|100|Y
KOPN|Kopin Corporation - Common Stock|S|N|100|N
KOSS|Koss Corporation - Common Stock|S|N|100|N
KPDD|KraneShares 2x Long PDD Daily ETF|G|N|100|Y
KPLT|Katapult Holdings, Inc. - Common Stock|G|N|100|N
KPLTW|Katapult Holdings, Inc. - Warrant|G|N|100|N
KPRX|Kiora Pharmaceuticals, Inc.  - Common Stock|S|N|100|N
KPTI|Karyopharm Therapeutics Inc. - Common Stock|Q|N|100|N
KQQQ|Kurv Technology Titans Select ETF|G|N|100|Y
KRKR|36Kr Holdings Inc. - American Depositary Shares|S|N|100|N
KRMA|Global X Conscious Companies ETF|G|N|100|Y
KRMD|KORU Medical Systems, Inc. - Common Stock|S|N|100|N
KRNT|Kornit Digital Ltd. - Ordinary Shares|Q|N|100|N
KRNY|Kearny Financial - Common Stock|Q|N|100|N
KRON|Kronos Bio, Inc. - Common Stock|S|D|100|N
KROP|Global X AgTech & Food Innovation ETF|G|N|100|Y
KROS|Keros Therapeutics, Inc. - common stock|G|N|100|N
KRRO|Korro Bio, Inc. - Common Stock|S|N|100|N
KRT|Karat Packaging Inc. - Common Stock|Q|N|100|N
KRUS|Kura Sushi USA, Inc. - Class A Common Stock|G|N|100|N
KRYS|Krystal Biotech, Inc. - Common Stock|Q|N|100|N
KSCP|Knightscope, Inc. - Class A Common Stock|S|N|100|N
KSPI|Joint Stock Company Kaspi.kz - American Depository Shares|Q|N|100|N
KTCC|Key Tronic Corporation - Common Stock|G|N|100|N
KTOS|Kratos Defense & Security Solutions, Inc. - Common Stock|Q|N|100|N
KTTA|Pasithea Therapeutics Corp. - Common Stock|S|N|100|N
KTTAW|Pasithea Therapeutics Corp. - Warrant|S|N|100|N
KURA|Kura Oncology, Inc. - Common Stock|Q|N|100|N
KVAC|Keen Vision Acquisition Corporation - Ordinary Shares|G|N|100|N
KVACU|Keen Vision Acquisition Corporation - Units|G|N|100|N
KVACW|Keen Vision Acquisition Corporation - Warrant|G|N|100|N
KVHI|KVH Industries, Inc. - Common Stock|Q|N|100|N
KWE|KWESST Micro Systems Inc. - common stock, no R/S concurrent with offering|S|N|100|N
KWESW|KWESST Micro Systems Inc. - warrant|S|N|100|N
KWM|K Wave Media, Ltd. - Ordinary Shares|G|N|100|N
KWMWW|K Wave Media, Ltd. - Warrant|S|N|100|N
KXIN|Kaixin Holdings - Ordinary Shares|S|N|100|N
KYMR|Kymera Therapeutics, Inc. - Common Stock|G|N|100|N
KYTX|Kyverna Therapeutics, Inc. - Common Stock|Q|N|100|N
KZIA|Kazia Therapeutics Limited - American Depositary Shares|S|D|100|N
KZR|Kezar Life Sciences, Inc. - Common Stock|S|N|100|N
LAB|Standard BioTools Inc. - Common Stock|Q|N|100|N
LAES|SEALSQ Corp - Ordinary Shares|S|N|100|N
LAKE|Lakeland Industries, Inc. - Common Stock|G|N|100|N
LAMR|Lamar Advertising Company - Class A Common Stock|Q|N|100|N
LANC|Lancaster Colony Corporation - Common Stock|Q|N|100|N
LAND|Gladstone Land Corporation - Common Stock|G|N|100|N
LANDM|Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock|G|N|100|N
LANDO|Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock|G|N|100|N
LANDP|Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock|G|N|100|N
LARK|Landmark Bancorp Inc. - Common Stock|G|N|100|N
LASE|Laser Photonics Corporation - Common Stock|S|E|100|N
LASR|nLIGHT, Inc. - Common Stock|Q|N|100|N
LAUR|Laureate Education, Inc. - Common Stock|Q|N|100|N
LAYS|STKd 100% NVDA & 100% AMD ETF|G|N|100|Y
LAZR|Luminar Technologies, Inc.  - Class A Common Stock|Q|N|100|N
LBGJ|Li Bang International Corporation Inc. - Ordinary Shares|S|N|100|N
LBRDA|Liberty Broadband Corporation - Class A Common Stock|Q|N|100|N
LBRDK|Liberty Broadband Corporation - Class C Common Stock|Q|N|100|N
LBRDP|Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock|Q|N|100|N
LBTYA|Liberty Global Ltd. - Class A Common Shares|Q|N|100|N
LBTYB|Liberty Global Ltd. - Class B Common Shares|Q|N|100|N
LBTYK|Liberty Global Ltd. - Class C Common Shares|Q|N|100|N
LCCCU|Lakeshore Acquisition III Corp. - Unit|G|N|100|N
LCDL|GraniteShares 2x Long LCID Daily ETF|G|N|100|Y
LCDS|JPMorgan Fundamental Data Science Large Core ETF|G|N|100|Y
LCFY|Locafy Limited - Ordinary Share|S|N|100|N
LCFYW|Locafy Limited - Warrant|S|N|100|N
LCID|Lucid Group, Inc. - Common Stock|Q|N|100|N
LCNB|LCNB Corporation - Common Stock|S|N|100|N
LCUT|Lifetime Brands, Inc. - Common Stock|Q|N|100|N
LDEM|iShares ESG MSCI EM Leaders ETF|G|N|100|Y
LDRX|SGI Enhanced Market Leaders ETF|G|N|100|Y
LDSF|First Trust Low Duration Strategic Focus ETF|G|N|100|Y
LDTC|LeddarTech Holdings Inc. - Common Shares|S|D|100|N
LDTCW|LeddarTech Holdings Inc. - Warrants|S|D|100|N
LDWY|Lendway, Inc. - Common Stock|S|N|100|N
LE|Lands' End, Inc. - Common Stock|S|N|100|N
LECO|Lincoln Electric Holdings, Inc. - Common Shares|Q|N|100|N
LEDS|SemiLEDS Corporation - Common Stock|S|N|100|N
LEE|Lee Enterprises, Incorporated - Common Stock|Q|N|100|N
LEGH|Legacy Housing Corporation - Common Stock|Q|N|100|N
LEGN|Legend Biotech Corporation - American Depositary Shares|Q|N|100|N
LEGR|First Trust Indxx Innovative Transaction & Process ETF|G|N|100|Y
LENZ|LENZ Therapeutics, Inc. - Common Stock|Q|N|100|N
LESL|Leslie's, Inc. - Common Stock|Q|D|100|N
LEXI|Alexis Practical Tactical ETF|G|N|100|Y
LEXX|Lexaria Bioscience Corp. - Common Stock|S|N|100|N
LEXXW|Lexaria Bioscience Corp. - Warrant|S|N|100|N
LFCR|Lifecore Biomedical, Inc. - Common Stock|Q|N|100|N
LFMD|LifeMD, Inc. - Common Stock|G|N|100|N
LFMDP|LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock|G|N|100|N
LFSC|F/m Emerald Life Sciences Innovation ETF|G|N|100|Y
LFST|LifeStance Health Group, Inc. - Common Stock|Q|N|100|N
LFUS|Littelfuse, Inc. - Common Stock|Q|N|100|N
LFVN|Lifevantage Corporation - Common Stock|S|N|100|N
LFWD|Lifeward Ltd. - Ordinary Shares|S|N|100|N
LGCB|Linkage Global Inc - Class A Ordinary Shares|S|N|100|N
LGCF|Themes US Cash Flow Champions ETF|G|N|100|Y
LGCL|Lucas GC Limited - Ordinary Shares|S|D|100|N
LGHL|Lion Group Holding Ltd. - American Depositary Share|S|N|100|N
LGHLW|Lion Group Holding Ltd. - Warrant|S|N|100|N
LGIH|LGI Homes, Inc. - Common Stock|Q|N|100|N
LGND|Ligand Pharmaceuticals Incorporated - Common Stock|G|N|100|N
LGO|Largo Inc. - Common Shares|Q|N|100|N
LGRO|Level Four Large Cap Growth Active ETF|G|N|100|Y
LGVN|Longeveron Inc. - Class A Common stock|S|N|100|N
LHSW|Lianhe Sowell International Group Ltd - Ordinary Shares|S|N|100|N
LI|Li Auto Inc. - American Depositary Shares|Q|N|100|N
LICN|Lichen International Limited - Class A Ordinary Shares|S|N|100|N
LIDR|AEye, Inc. - Class A Common Stock|S|D|100|N
LIDRW|AEye, Inc. - Warrant|S|N|100|N
LIEN|Chicago Atlantic BDC, Inc. - Common Stock|G|N|100|N
LIF|Life360, Inc. - Common Stock|Q|N|100|N
LILA|Liberty Latin America Ltd. - Class A Common Stock|Q|N|100|N
LILAK|Liberty Latin America Ltd. - Class C Common Stock|Q|N|100|N
LIMN|Liminatus Pharma, Inc. - Class A Common Stock|G|N|100|N
LIMNW|Liminatus Pharma, Inc. - Warrants|S|N|100|N
LIN|Linde plc - Ordinary Shares|Q|N|100|N
LINC|Lincoln Educational Services Corporation - Common Stock|Q|N|100|N
LIND|Lindblad Expeditions Holdings Inc.  - Common Stock|S|N|100|N
LINE|Lineage, Inc. - Common Stock|Q|N|100|N
LINK|Interlink Electronics, Inc. - Common Stock|S|N|100|N
LIPO|Lipella Pharmaceuticals Inc. - Common Stock|S|D|100|N
LIQT|LiqTech International, Inc. - Common Stock|S|N|100|N
LITE|Lumentum Holdings Inc. - Common Stock|Q|N|100|N
LITM|Snow Lake Resources Ltd. - Common Shares|S|N|100|N
LITP|Sprott Lithium Miners ETF|G|N|100|Y
LIVE|Live Ventures Incorporated - Common Stock|S|N|100|N
LIVN|LivaNova PLC - Ordinary Shares|Q|N|100|N
LIVR|Intelligent Livermore ETF|G|N|100|Y
LIXT|Lixte Biotechnology Holdings, Inc. - Common Stock|S|D|100|N
LIXTW|Lixte Biotechnology Holdings, Inc. - Warrants|S|D|100|N
LKFN|Lakeland Financial Corporation - Common Stock|Q|N|100|N
LKQ|LKQ Corporation - Common Stock|Q|N|100|N
LLYVA|Liberty Media Corporation - Series A Liberty Live Common Stock|Q|N|100|N
LLYVK|Liberty Media Corporation - Series C Liberty Live Common Stock|Q|N|100|N
LMAT|LeMaitre Vascular, Inc. - Common Stock|G|N|100|N
LMB|Limbach Holdings, Inc. - Common Stock|S|N|100|N
LMBS|First Trust Low Duration Opportunities ETF|G|N|100|Y
LMFA|LM Funding America, Inc. - Common Stock|S|N|100|N
LMNR|Limoneira Co - Common Stock|Q|N|100|N
LNKB|LINKBANCORP, Inc. - Common Stock|S|N|100|N
LNKS|Linkers Industries Limited - Class A Ordinary Shares|S|D|100|N
LNSR|LENSAR, Inc. - Common Stock|S|N|100|N
LNT|Alliant Energy Corporation - Common Stock|Q|N|100|N
LNTH|Lantheus Holdings, Inc. - Common Stock|G|N|100|N
LNW|Light & Wonder, Inc.  - Common Stock|Q|N|100|N
LNZA|LanzaTech Global, Inc. - Common Stock|S|D|100|N
LNZAW|LanzaTech Global, Inc. - Warrant|S|N|100|N
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|100|N
LOBO|LOBO EV TECHNOLOGIES LTD. - Ordinary shares|S|D|100|N
LOCO|El Pollo Loco Holdings, Inc. - Common Stock|Q|N|100|N
LOGI|Logitech International S.A. - Registered Shares|Q|N|100|N
LOGO|Alpha Brands Consumption Leaders ETF|G|N|100|Y
LOKV|Live Oak Acquisition Corp. V - Class A Ordinary Shares|G|N|100|N
LOKVU|Live Oak Acquisition Corp. V - Units|G|N|100|N
LOKVW|Live Oak Acquisition Corp. V - Warrants|G|N|100|N
LOOP|Loop Industries, Inc. - Common Stock|G|N|100|N
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|100|N
LOT|Lotus Technology Inc. - American Depositary Shares|Q|N|100|N
LOTWW|Lotus Technology Inc. - Warrants|S|N|100|N
LOVE|The Lovesac Company - Common Stock|G|N|100|N
LPAA|Launch One Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
LPAAU|Launch One Acquisition Corp. - Unit|G|N|100|N
LPAAW|Launch One Acquisition Corp. - Warrant|G|N|100|N
LPBB|Launch Two Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
LPBBU|Launch Two Acquisition Corp. - Unit|G|N|100|N
LPBBW|Launch Two Acquisition Corp. - Warrant|G|N|100|N
LPCN|Lipocine Inc. - Common Stock|S|N|100|N
LPLA|LPL Financial Holdings Inc. - Common Stock|Q|N|100|N
LPRO|Open Lending Corporation - Common Stock|G|N|100|N
LPSN|LivePerson, Inc. - Common Stock|Q|D|100|N
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|100|N
LPTX|Leap Therapeutics, Inc. - Common Stock|S|D|100|N
LQDA|Liquidia Corporation - Common Stock|S|N|100|N
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|100|N
LRCX|Lam Research Corporation - Common Stock|Q|N|100|N
LRE|Lead Real Estate Co., Ltd - American Depositary Shares|S|N|100|N
LRFC|Logan Ridge Finance Corporation - Common Stock|Q|N|100|N
LRGE|ClearBridge Large Cap Growth ESG ETF|G|N|100|Y
LRHC|La Rosa Holdings Corp. - Common Stock|S|D|100|N
LRMR|Larimar Therapeutics, Inc. - Common Stock|G|N|100|N
LRND|NYLI U.S. Large Cap R&D Leaders ETF|G|N|100|Y
LSAK|Lesaka Technologies, Inc. - Common Stock|Q|N|100|N
LSB|LakeShore Biopharma Co., Ltd - Ordinary Shares|S|N|100|N
LSBK|Lake Shore Bancorp, Inc. - Common Stock|G|N|100|N
LSBPW|LakeShore Biopharma Co., Ltd - Warrants|S|N|100|N
LSCC|Lattice Semiconductor Corporation - Common Stock|Q|N|100|N
LSE|Leishen Energy Holding Co., Ltd. - Ordinary Shares|S|N|100|N
LSEA|Landsea Homes Corporation - Common Stock|S|N|100|N
LSEAW|Landsea Homes Corporation - Warrant|S|N|100|N
LSH|Lakeside Holding Limited - Common Stock|S|D|100|N
LSTA|Lisata Therapeutics, Inc. - Common Stock|S|N|100|N
LSTR|Landstar System, Inc. - Common Stock|Q|N|100|N
LTBR|Lightbridge Corporation - Common Stock|S|N|100|N
LTRN|Lantern Pharma Inc. - Common Stock|S|N|100|N
LTRX|Lantronix, Inc. - Common Stock|S|N|100|N
LTRY|Lottery.com, Inc. - Common Stock|G|D|100|N
LTRYW|Lottery.com, Inc. - Warrant|G|D|100|N
LUCD|Lucid Diagnostics Inc. - Common Stock|S|N|100|N
LUCY|Innovative Eyewear, Inc. - Common Stock|S|N|100|N
LUCYW|Innovative Eyewear, Inc. - Warrants|S|N|100|N
LULU|lululemon athletica inc. - Common Stock|Q|N|100|N
LUNG|Pulmonx Corporation - Common Stock|Q|N|100|N
LUNR|Intuitive Machines, Inc. - Class A Common Stock|G|N|100|N
LVHD|Franklin U.S. Low Volatility High Dividend Index ETF|G|N|100|Y
LVLU|Lulu's Fashion Lounge Holdings, Inc. - Common Stock|S|D|100|N
LVO|LiveOne, Inc. - Common Stock|S|D|100|N
LVRO|Lavoro Limited - Class A Ordinary Shares|G|N|100|N
LVROW|Lavoro Limited - Warrant|G|N|100|N
LVTX|LAVA Therapeutics N.V. - Ordinary Shares|Q|N|100|N
LWAY|Lifeway Foods, Inc. - Common Stock|G|N|100|N
LWLG|Lightwave Logic, Inc. - Common Stock|S|N|100|N
LX|LexinFintech Holdings Ltd. - American Depositary Shares|Q|N|100|N
LXEH|Lixiang Education Holding Co., Ltd. - American Depositary Shares|G|N|100|N
LXEO|Lexeo Therapeutics, Inc. - Common Stock|G|N|100|N
LXRX|Lexicon Pharmaceuticals, Inc. - Common Stock|Q|D|100|N
LYEL|Lyell Immunopharma, Inc. - Common Stock|Q|D|100|N
LYFT|Lyft, Inc. - Class A Common Stock|Q|N|100|N
LYRA|Lyra Therapeutics, Inc. - Common Stock|S|N|100|N
LYTS|LSI Industries Inc. - Common Stock|Q|N|100|N
LZ|LegalZoom.com, Inc. - Common Stock|Q|N|100|N
LZMH|LZ Technology Holdings Limited - Class B Ordinary Shares|S|N|100|N
MAAS|Maase Inc. - American Depository Shares|G|N|100|N
MACI|Melar Acquisition Corp. I - Class A Ordinary Shares|G|N|100|N
MACIU|Melar Acquisition Corp. I - Unit|G|N|100|N
MACIW|Melar Acquisition Corp. I - Warrant|G|N|100|N
MAMA|Mama's Creations, Inc. - Common Stock|S|N|100|N
MAMO|Massimo Group - Common Stock|S|N|100|N
MANH|Manhattan Associates, Inc. - Common Stock|Q|N|100|N
MAPS|WM Technology, Inc. - Class A Common Stock|Q|N|100|N
MAPSW|WM Technology, Inc. - Warrants|Q|N|100|N
MAR|Marriott International - Class A Common Stock|Q|N|100|N
MARA|MARA Holdings, Inc. - Common Stock|S|N|100|N
MARPS|Marine Petroleum Trust - Units of Beneficial Interest|S|N|100|N
MASI|Masimo Corporation - Common Stock|Q|N|100|N
MASK|3 E Network Technology Group Ltd - Class A Ordinary Shares|S|N|100|N
MASS|908 Devices Inc. - Common Stock|G|N|100|N
MAT|Mattel, Inc. - Common Stock|Q|N|100|N
MATH|Metalpha Technology Holding Limited - Ordinary Shares|S|N|100|N
MATW|Matthews International Corporation - Class A Common Stock|Q|N|100|N
MAXI|Simplify Bitcoin Strategy PLUS Income ETF|G|N|100|Y
MAXN|Maxeon Solar Technologies, Ltd. - Ordinary Shares|Q|N|100|N
MAYA|Maywood Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
MAYAR|Maywood Acquisition Corp. - Right|G|N|100|N
MAYAU|Maywood Acquisition Corp. - Unit|G|N|100|N
MAYS|J. W. Mays, Inc. - Common Stock|S|N|100|N
MAZE|Maze Therapeutics, Inc. - Common Stock|G|N|100|N
MB|MasterBeef Group - Ordinary Shares|S|N|100|N
MBAV|M3-Brigade Acquisition V Corp. - Class A Ordinary shares|G|N|100|N
MBAVU|M3-Brigade Acquisition V Corp. - Units|G|N|100|N
MBAVW|M3-Brigade Acquisition V Corp. - Warrant|G|N|100|N
MBB|iShares MBS ETF|G|N|100|Y
MBBC|Marathon Bancorp, Inc. - Common Stock|S|N|100|N
MBCN|Middlefield Banc Corp. - Common Stock|S|N|100|N
MBIN|Merchants Bancorp - Common Stock|S|N|100|N
MBINL|Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value|S|N|100|N
MBINM|Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock|S|N|100|N
MBINN|Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock|S|N|100|N
MBIO|Mustang Bio, Inc. - Common Stock|S|N|100|N
MBLY|Mobileye Global Inc. - Class A Common Stock|Q|N|100|N
MBNKO|Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share|S|N|100|N
MBNKP|Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F|S|N|100|N
MBOT|Microbot Medical Inc.  - Common Stock|S|N|100|N
MBRX|Moleculin Biotech, Inc. - Common Stock|S|D|100|N
MBS|Angel Oak Mortgage-Backed Securities ETF|G|N|100|Y
MBUU|Malibu Boats, Inc. - Common Stock|G|N|100|N
MBWM|Mercantile Bank Corporation - Common Stock|Q|N|100|N
MBX|MBX Biosciences, Inc. - Common Stock|Q|N|100|N
MCBS|MetroCity Bankshares, Inc. - Common Stock|Q|N|100|N
MCDS|JPMorgan Fundamental Data Science Mid Core ETF|G|N|100|Y
MCFT|MasterCraft Boat Holdings, Inc. - Common Stock|G|N|100|N
MCHI|iShares MSCI China ETF|G|N|100|Y
MCHP|Microchip Technology Incorporated - Common Stock|Q|N|100|N
MCHPP|Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock|Q|N|100|N
MCHS|Matthews China Discovery Active ETF|G|N|100|Y
MCHX|Marchex, Inc. - Class B Common Stock|Q|N|100|N
MCRB|Seres Therapeutics, Inc. - Common Stock|Q|N|100|N
MCRI|Monarch Casino & Resort, Inc. - Common Stock|Q|N|100|N
MCSE|Martin Currie Sustainable International Equity ETF|G|N|100|Y
MCTR|CTRL Group Limited - ordinary shares|S|N|100|N
MCVT|Mill City Ventures III, Ltd. - Common Stock|S|N|100|N
MCW|Mister Car Wash, Inc. - Common Stock|Q|N|100|N
MDAI|Spectral AI, Inc. - Class A Common Stock|S|N|100|N
MDAIW|Spectral AI, Inc. - Warrants|S|N|100|N
MDB|MongoDB, Inc. - Class A Common Stock|G|N|100|N
MDBH|MDB Capital Holdings, LLC - Class A common |S|N|100|N
MDCX|Medicus Pharma Ltd. - Common Stock|S|N|100|N
MDCXW|Medicus Pharma Ltd. - Warrant|S|N|100|N
MDGL|Madrigal Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
MDIA|Mediaco Holding Inc. - Class A Common Stock|S|N|100|N
MDIV|Multi-Asset Diversified Income Index Fund|G|N|100|Y
MDLZ|Mondelez International, Inc. - Class A Common Stock|Q|N|100|N
MDRR|Medalist Diversified REIT, Inc. - Common Stock|S|N|100|N
MDWD|MediWound Ltd. - Ordinary Shares|G|N|100|N
MDXG|MiMedx Group, Inc - Common Stock|S|N|100|N
MDXH|MDxHealth SA - Ordinary Shares|S|N|100|N
MEDP|Medpace Holdings, Inc. - Common Stock|Q|N|100|N
MEDX|Horizon Kinetics Medical ETF|G|N|100|Y
MEGL|Magic Empire Global Limited - Class A Ordinary Shares|S|N|100|N
MEIP|MEI Pharma, Inc. - Common Stock|S|N|100|N
MELI|MercadoLibre, Inc. - Common Stock|Q|N|100|N
MEMS|Matthews Emerging Markets Discovery Active ETF|G|N|100|Y
MEOH|Methanex Corporation - Common Stock|Q|N|100|N
MERC|Mercer International Inc. - Common Stock|Q|N|100|N
MESA|Mesa Air Group, Inc. - Common Stock|S|N|100|N
MESO|Mesoblast Limited - American Depositary Shares|Q|N|100|N
META|Meta Platforms, Inc. - Class A Common Stock|Q|N|100|N
METC|Ramaco Resources, Inc. - Class A Common Stock|Q|N|100|N
METCB|Ramaco Resources, Inc. - Class B Common Stock|Q|N|100|N
METCL|Ramaco Resources, Inc. - 9.00% Senior Notes due 2026|Q|N|100|N
METCZ|Ramaco Resources, Inc. - 8.375% Senior Notes due 2029|Q|N|100|N
METD|Direxion Daily META Bear 1X Shares|G|N|100|Y
METU|Direxion Daily META Bull 2X Shares|G|N|100|Y
MFH|Mercurity Fintech Holding Inc. - American Ordinary Shares|S|N|100|N
MFI|mF International Limited - Class A Ordinary Shares|S|D|100|N
MFIC|MidCap Financial Investment Corporation - Closed End Fund|Q|N|100|N
MFICL|MidCap Financial Investment Corporation - 8.00% Notes due 2028|Q|N|100|N
MFIN|Medallion Financial Corp. - Common Stock|Q|N|100|N
MFLX|First Trust Flexible Municipal High Income ETF|G|N|100|Y
